,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,HF,HomeAway
3324,Sunderland,Tottenham Hotspur,2013,1,2,1688.1423720244845,1889.6318360896194,50.09237465235695,1
3325,Tottenham Hotspur,Sunderland,2013,2,1,1889.6318360896194,1688.1423720244845,50.09237465235695,-1
3326,Crystal Palace,Cardiff City,2013,2,0,1613.9061769117284,1713.6358114962754,50.09237465235695,1
3327,Cardiff City,Crystal Palace,2013,0,2,1713.6358114962754,1613.9061769117284,50.09237465235695,-1
3328,West Bromwich Albion,Norwich City,2013,0,2,1744.0867439130084,1719.6084401074718,50.09237465235695,1
3329,Norwich City,West Bromwich Albion,2013,2,0,1719.6084401074718,1744.0867439130084,50.09237465235695,-1
3330,Manchester United,Newcastle United,2013,0,1,1981.3698761754915,1776.4834967374618,50.09237465235695,1
3331,Newcastle United,Manchester United,2013,1,0,1776.4834967374618,1981.3698761754915,50.09237465235695,-1
3332,Southampton,Manchester City,2013,1,1,1736.7218612122545,1937.7441667727328,50.09237465235695,1
3333,Manchester City,Southampton,2013,1,1,1937.7441667727328,1736.7218612122545,50.09237465235695,-1
3334,Fulham,Aston Villa,2013,2,0,1713.4962052347746,1755.0696226150164,50.09237465235695,1
3335,Aston Villa,Fulham,2013,0,2,1755.0696226150164,1713.4962052347746,50.09237465235695,-1
3336,Arsenal,Everton,2013,1,1,1939.4631455405197,1877.8243180233333,50.09237465235695,1
3337,Everton,Arsenal,2013,1,1,1877.8243180233333,1939.4631455405197,50.09237465235695,-1
3338,Swansea City,Hull City,2013,1,1,1738.8392216747202,1671.8014481111422,50.09237465235695,1
3339,Hull City,Swansea City,2013,1,1,1671.8014481111422,1738.8392216747202,50.09237465235695,-1
3340,West Ham United,Sunderland,2013,0,0,1711.7654924160772,1684.0730234309758,50.39287667980839,1
3341,Sunderland,West Ham United,2013,0,0,1684.0730234309758,1711.7654924160772,50.39287667980839,-1
3342,Cardiff City,West Bromwich Albion,2013,1,0,1705.7582681502324,1735.7298016241211,50.39287667980839,1
3343,West Bromwich Albion,Cardiff City,2013,0,1,1735.7298016241211,1705.7582681502324,50.39287667980839,-1
3344,Chelsea,Crystal Palace,2013,2,1,1925.8988265434748,1621.7837202577714,50.39287667980839,1
3345,Crystal Palace,Chelsea,2013,1,2,1621.7837202577714,1925.8988265434748,50.39287667980839,-1
3346,Hull City,Stoke City,2013,0,0,1674.0428794889892,1733.3102964148861,50.39287667980839,1
3347,Stoke City,Hull City,2013,0,0,1733.3102964148861,1674.0428794889892,50.39287667980839,-1
3348,Manchester City,Arsenal,2013,6,3,1934.9226275150636,1937.318076453663,50.39287667980839,1
3349,Arsenal,Manchester City,2013,3,6,1937.318076453663,1934.9226275150636,50.39287667980839,-1
3350,Newcastle United,Southampton,2013,1,1,1787.6967568121177,1739.5434004699237,50.39287667980839,1
3351,Southampton,Newcastle United,2013,1,1,1739.5434004699237,1787.6967568121177,50.39287667980839,-1
3352,Everton,Fulham,2013,4,1,1879.96938711019,1720.225696232542,50.39287667980839,1
3353,Fulham,Everton,2013,1,4,1720.225696232542,1879.96938711019,50.39287667980839,-1
3354,Norwich City,Swansea City,2013,1,1,1727.965382396359,1736.5977902968732,50.39287667980839,1
3355,Swansea City,Norwich City,2013,1,1,1736.5977902968732,1727.965382396359,50.39287667980839,-1
3356,Aston Villa,Manchester United,2013,0,3,1748.340131617249,1970.1566161008357,50.39287667980839,1
3357,Manchester United,Aston Villa,2013,3,0,1970.1566161008357,1748.340131617249,50.39287667980839,-1
3358,Tottenham Hotspur,Liverpool,2013,0,5,1893.701184683128,1855.028208337016,50.39287667980839,1
3359,Liverpool,Tottenham Hotspur,2013,5,0,1855.028208337016,1893.701184683128,50.39287667980839,-1
3360,Manchester United,West Ham United,2013,3,1,1973.9031929025264,1710.2406345138381,48.654616244937806,1
3361,West Ham United,Manchester United,2013,1,3,1710.2406345138381,1973.9031929025264,48.654616244937806,-1
3362,Stoke City,Aston Villa,2013,2,1,1733.1341237276101,1744.5935548155583,48.654616244937806,1
3363,Aston Villa,Stoke City,2013,1,2,1744.5935548155583,1733.1341237276101,48.654616244937806,-1
3364,West Bromwich Albion,Hull City,2013,1,1,1729.2362094763673,1674.2190521762652,48.654616244937806,1
3365,Hull City,West Bromwich Albion,2013,1,1,1674.2190521762652,1729.2362094763673,48.654616244937806,-1
3366,Liverpool,Cardiff City,2013,3,1,1863.657541567688,1712.2518602979862,48.654616244937806,1
3367,Cardiff City,Liverpool,2013,1,3,1712.2518602979862,1863.657541567688,48.654616244937806,-1
3368,Crystal Palace,Newcastle United,2013,0,3,1620.1971197826128,1785.790881411358,48.654616244937806,1
3369,Newcastle United,Crystal Palace,2013,3,0,1785.790881411358,1620.1971197826128,48.654616244937806,-1
3370,Sunderland,Norwich City,2013,0,0,1685.597881333215,1727.1401655216835,48.654616244937806,1
3371,Norwich City,Sunderland,2013,0,0,1727.1401655216835,1685.597881333215,48.654616244937806,-1
3372,Fulham,Manchester City,2013,2,4,1717.0555905102508,1940.874225280918,48.654616244937806,1
3373,Manchester City,Fulham,2013,4,2,1940.874225280918,1717.0555905102508,48.654616244937806,-1
3374,Swansea City,Everton,2013,1,2,1737.4230071715488,1883.1394928324812,48.654616244937806,1
3375,Everton,Swansea City,2013,2,1,1883.1394928324812,1737.4230071715488,48.654616244937806,-1
3376,Southampton,Tottenham Hotspur,2013,2,3,1741.4492758706833,1885.071851452456,48.654616244937806,1
3377,Tottenham Hotspur,Southampton,2013,3,2,1885.071851452456,1741.4492758706833,48.654616244937806,-1
3378,Arsenal,Chelsea,2013,0,0,1931.3664786878087,1927.4854270186333,48.654616244937806,1
3379,Chelsea,Arsenal,2013,0,0,1927.4854270186333,1931.3664786878087,48.654616244937806,-1
3380,Norwich City,Fulham,2013,1,2,1727.2813667639687,1713.3674878836273,48.654616244937806,1
3381,Fulham,Norwich City,2013,2,1,1713.3674878836273,1727.2813667639687,48.654616244937806,-1
3382,Manchester City,Liverpool,2013,2,1,1944.5623279075414,1866.9714909160668,48.654616244937806,1
3383,Liverpool,Manchester City,2013,1,2,1866.9714909160668,1944.5623279075414,48.654616244937806,-1
3384,Cardiff City,Southampton,2013,0,3,1708.9379109496074,1736.3907320084181,48.654616244937806,1
3385,Southampton,Cardiff City,2013,3,0,1736.3907320084181,1708.9379109496074,48.654616244937806,-1
3386,Newcastle United,Stoke City,2013,5,1,1790.4514505142392,1739.2970003091161,48.654616244937806,1
3387,Stoke City,Newcastle United,2013,1,5,1739.2970003091161,1790.4514505142392,48.654616244937806,-1
3388,Everton,Sunderland,2013,0,1,1888.1594808349032,1685.4566800909297,48.654616244937806,1
3389,Sunderland,Everton,2013,1,0,1685.4566800909297,1888.1594808349032,48.654616244937806,-1
3390,Chelsea,Swansea City,2013,1,0,1928.520685970488,1732.4030191691268,48.654616244937806,1
3391,Swansea City,Chelsea,2013,0,1,1732.4030191691268,1928.520685970488,48.654616244937806,-1
3392,Hull City,Manchester United,2013,2,3,1676.2185431830924,1975.8639695294487,48.654616244937806,1
3393,Manchester United,Hull City,2013,3,2,1975.8639695294487,1676.2185431830924,48.654616244937806,-1
3394,Tottenham Hotspur,West Bromwich Albion,2013,1,1,1890.1303953147212,1727.2367184695402,48.654616244937806,1
3395,West Bromwich Albion,Tottenham Hotspur,2013,1,1,1727.2367184695402,1890.1303953147212,48.654616244937806,-1
3396,Aston Villa,Crystal Palace,2013,0,1,1738.4306782340523,1615.5365506797316,48.654616244937806,1
3397,Crystal Palace,Aston Villa,2013,1,0,1615.5365506797316,1738.4306782340523,48.654616244937806,-1
3398,West Ham United,Arsenal,2013,1,3,1708.2798578869158,1930.331219735954,48.654616244937806,1
3399,Arsenal,West Ham United,2013,3,1,1930.331219735954,1708.2798578869158,48.654616244937806,-1
3400,Aston Villa,Swansea City,2013,1,1,1728.3780739446636,1729.6934078185038,46.97277724854565,1
3401,Swansea City,Aston Villa,2013,1,1,1729.6934078185038,1728.3780739446636,46.97277724854565,-1
3402,West Ham United,West Bromwich Albion,2013,3,3,1704.5641996866416,1730.9850197063283,46.97277724854565,1
3403,West Bromwich Albion,West Ham United,2013,3,3,1730.9850197063283,1704.5641996866416,46.97277724854565,-1
3404,Hull City,Fulham,2013,6,0,1673.5860321275118,1721.4951841629488,46.97277724854565,1
3405,Fulham,Hull City,2013,0,6,1721.4951841629488,1673.5860321275118,46.97277724854565,-1
3406,Manchester City,Crystal Palace,2013,1,0,1949.0590242176104,1625.5891549691203,46.97277724854565,1
3407,Crystal Palace,Manchester City,2013,0,1,1625.5891549691203,1949.0590242176104,46.97277724854565,-1
3408,Cardiff City,Sunderland,2013,2,2,1701.6188466295348,1696.6258771007504,46.97277724854565,1
3409,Sunderland,Cardiff City,2013,2,2,1696.6258771007504,1701.6188466295348,46.97277724854565,-1
3410,Norwich City,Manchester United,2013,0,1,1719.1536704846471,1978.4964805850293,46.97277724854565,1
3411,Manchester United,Norwich City,2013,1,0,1978.4964805850293,1719.1536704846471,46.97277724854565,-1
3412,Everton,Southampton,2013,2,1,1876.9902838250825,1743.7097963284907,46.97277724854565,1
3413,Southampton,Everton,2013,1,2,1743.7097963284907,1876.9902838250825,46.97277724854565,-1
3414,Tottenham Hotspur,Stoke City,2013,3,0,1886.382094077933,1734.3274053892112,46.97277724854565,1
3415,Stoke City,Tottenham Hotspur,2013,0,3,1734.3274053892112,1886.382094077933,46.97277724854565,-1
3416,Chelsea,Liverpool,2013,2,1,1931.230297321111,1862.4747946059979,46.97277724854565,1
3417,Liverpool,Chelsea,2013,1,2,1862.4747946059979,1931.230297321111,46.97277724854565,-1
3418,Newcastle United,Arsenal,2013,0,1,1795.4210454341442,1934.0468779362282,46.97277724854565,1
3419,Arsenal,Newcastle United,2013,1,0,1934.0468779362282,1795.4210454341442,46.97277724854565,-1
3420,Manchester United,Tottenham Hotspur,2013,1,2,1981.6353024628313,1889.711037040201,46.97277724854565,1
3421,Tottenham Hotspur,Manchester United,2013,2,1,1889.711037040201,1981.6353024628313,46.97277724854565,-1
3422,Swansea City,Manchester City,2013,2,3,1730.5947896085343,1950.5213033896694,46.97277724854565,1
3423,Manchester City,Swansea City,2013,3,2,1950.5213033896694,1730.5947896085343,46.97277724854565,-1
3424,Southampton,Chelsea,2013,0,3,1740.1003172032283,1935.9124029399309,46.97277724854565,1
3425,Chelsea,Southampton,2013,3,0,1935.9124029399309,1740.1003172032283,46.97277724854565,-1
3426,West Bromwich Albion,Newcastle United,2013,1,0,1731.3926197337682,1790.3012101660377,46.97277724854565,1
3427,Newcastle United,West Bromwich Albion,2013,0,1,1790.3012101660377,1731.3926197337682,46.97277724854565,-1
3428,Stoke City,Everton,2013,1,1,1730.9984624269432,1880.599762950345,46.97277724854565,1
3429,Everton,Stoke City,2013,1,1,1880.599762950345,1730.9984624269432,46.97277724854565,-1
3430,Arsenal,Cardiff City,2013,2,0,1939.1667132043347,1700.5946517797615,46.97277724854565,1
3431,Cardiff City,Arsenal,2013,0,2,1700.5946517797615,1939.1667132043347,46.97277724854565,-1
3432,Crystal Palace,Norwich City,2013,1,1,1624.1268757970613,1716.0148486068451,46.97277724854565,1
3433,Norwich City,Crystal Palace,2013,1,1,1716.0148486068451,1624.1268757970613,46.97277724854565,-1
3434,Sunderland,Aston Villa,2013,0,1,1697.6500719505236,1727.4766921546332,46.97277724854565,1
3435,Aston Villa,Sunderland,2013,1,0,1727.4766921546332,1697.6500719505236,46.97277724854565,-1
3436,Fulham,West Ham United,2013,2,1,1714.577984020602,1704.1565996592017,46.97277724854565,1
3437,West Ham United,Fulham,2013,1,2,1704.1565996592017,1714.577984020602,46.97277724854565,-1
3438,Liverpool,Hull City,2013,2,0,1857.792688987178,1680.5032322698587,46.97277724854565,1
3439,Hull City,Liverpool,2013,0,2,1680.5032322698587,1857.792688987178,46.97277724854565,-1
3440,Tottenham Hotspur,Crystal Palace,2013,2,0,1899.2294520668102,1625.0137672598769,47.00057880952361,1
3441,Crystal Palace,Tottenham Hotspur,2013,0,2,1625.0137672598769,1899.2294520668102,47.00057880952361,-1
3442,Fulham,Sunderland,2013,1,4,1720.347239680178,1690.4112898626574,47.00057880952361,1
3443,Sunderland,Fulham,2013,4,1,1690.4112898626574,1720.347239680178,47.00057880952361,-1
3444,Hull City,Chelsea,2013,0,2,1677.5272992762916,1940.0241231925127,47.00057880952361,1
3445,Chelsea,Hull City,2013,2,0,1940.0241231925127,1677.5272992762916,47.00057880952361,-1
3446,Manchester United,Swansea City,2013,2,0,1972.1168874362222,1726.872203604328,47.00057880952361,1
3447,Swansea City,Manchester United,2013,0,2,1726.872203604328,1972.1168874362222,47.00057880952361,-1
3448,Everton,Norwich City,2013,2,0,1878.6192628017372,1715.1279571440296,47.00057880952361,1
3449,Norwich City,Everton,2013,0,2,1715.1279571440296,1878.6192628017372,47.00057880952361,-1
3450,Cardiff City,West Ham United,2013,0,2,1698.3600768275435,1698.3873439996255,47.00057880952361,1
3451,West Ham United,Cardiff City,2013,2,0,1698.3873439996255,1698.3600768275435,47.00057880952361,-1
3452,Southampton,West Bromwich Albion,2013,1,0,1735.9885969506465,1738.5281292608365,47.00057880952361,1
3453,West Bromwich Albion,Southampton,2013,0,1,1738.5281292608365,1735.9885969506465,47.00057880952361,-1
3454,Newcastle United,Manchester City,2013,0,2,1783.1657006389694,1954.2438893938756,47.00057880952361,1
3455,Manchester City,Newcastle United,2013,2,0,1954.2438893938756,1783.1657006389694,47.00057880952361,-1
3456,Stoke City,Liverpool,2013,3,5,1732.978962575551,1860.7686219807451,47.00057880952361,1
3457,Liverpool,Stoke City,2013,5,3,1860.7686219807451,1732.978962575551,47.00057880952361,-1
3458,Aston Villa,Arsenal,2013,1,2,1734.7154742424993,1941.4012881565527,47.00057880952361,1
3459,Arsenal,Aston Villa,2013,2,1,1941.4012881565527,1734.7154742424993,47.00057880952361,-1
3460,Crystal Palace,Stoke City,2013,1,0,1623.1375916700558,1727.6561859002609,47.30389888102284,1
3461,Stoke City,Crystal Palace,2013,0,1,1727.6561859002609,1623.1375916700558,47.30389888102284,-1
3462,Manchester City,Cardiff City,2013,4,2,1958.7784937801157,1690.5344185939257,47.30389888102284,1
3463,Cardiff City,Manchester City,2013,2,4,1690.5344185939257,1958.7784937801157,47.30389888102284,-1
3464,West Ham United,Newcastle United,2013,1,3,1706.2130022332433,1778.6310962527293,47.30389888102284,1
3465,Newcastle United,West Ham United,2013,3,1,1778.6310962527293,1706.2130022332433,47.30389888102284,-1
3466,Norwich City,Hull City,2013,1,0,1711.9628428967947,1674.4318989083781,47.30389888102284,1
3467,Hull City,Norwich City,2013,0,1,1674.4318989083781,1711.9628428967947,47.30389888102284,-1
3468,Sunderland,Southampton,2013,2,2,1698.81304351748,1742.0091831481332,47.30389888102284,1
3469,Southampton,Sunderland,2013,2,2,1742.0091831481332,1698.81304351748,47.30389888102284,-1
3470,Liverpool,Aston Villa,2013,2,2,1866.0913986560352,1730.7816615342983,47.30389888102284,1
3471,Aston Villa,Liverpool,2013,2,2,1730.7816615342983,1866.0913986560352,47.30389888102284,-1
3472,Arsenal,Fulham,2013,2,0,1945.3351008647537,1711.9454860253554,47.30389888102284,1
3473,Fulham,Arsenal,2013,0,2,1711.9454860253554,1945.3351008647537,47.30389888102284,-1
3474,Swansea City,Tottenham Hotspur,2013,1,3,1724.7089204197107,1901.1056276566312,47.30389888102284,1
3475,Tottenham Hotspur,Swansea City,2013,3,1,1901.1056276566312,1724.7089204197107,47.30389888102284,-1
3476,Chelsea,Manchester United,2013,3,1,1943.1195235604262,1974.2801706208395,47.30389888102284,1
3477,Manchester United,Chelsea,2013,1,3,1974.2801706208395,1943.1195235604262,47.30389888102284,-1
3478,West Bromwich Albion,Everton,2013,1,1,1732.5075430633499,1881.7843770489721,47.30389888102284,1
3479,Everton,West Bromwich Albion,2013,1,1,1881.7843770489721,1732.5075430633499,47.30389888102284,-1
3480,Manchester United,Cardiff City,2013,2,0,1967.7018694274645,1688.6047183114079,48.10935589226484,1
3481,Cardiff City,Manchester United,2013,0,2,1688.6047183114079,1967.7018694274645,48.10935589226484,-1
3482,Liverpool,Everton,2013,4,0,1862.7661743361496,1879.8158277154805,48.10935589226484,1
3483,Everton,Liverpool,2013,0,4,1879.8158277154805,1862.7661743361496,48.10935589226484,-1
3484,Crystal Palace,Hull City,2013,1,0,1631.1620832278713,1669.185056981105,48.10935589226484,1
3485,Hull City,Crystal Palace,2013,0,1,1669.185056981105,1631.1620832278713,48.10935589226484,-1
3486,Norwich City,Newcastle United,2013,0,0,1717.2096848240678,1785.0319085157603,48.10935589226484,1
3487,Newcastle United,Norwich City,2013,0,0,1785.0319085157603,1717.2096848240678,48.10935589226484,-1
3488,Southampton,Arsenal,2013,2,2,1742.090742149447,1947.622467732722,48.10935589226484,1
3489,Arsenal,Southampton,2013,2,2,1947.622467732722,1742.090742149447,48.10935589226484,-1
3490,Swansea City,Fulham,2013,2,0,1720.2617645073215,1709.658119157387,48.10935589226484,1
3491,Fulham,Swansea City,2013,0,2,1709.658119157387,1720.2617645073215,48.10935589226484,-1
3492,Chelsea,West Ham United,2013,0,0,1949.6978247538011,1699.8121899702123,48.10935589226484,1
3493,West Ham United,Chelsea,2013,0,0,1699.8121899702123,1949.6978247538011,48.10935589226484,-1
3494,Aston Villa,West Bromwich Albion,2013,4,3,1734.106885854184,1734.4760923968415,48.10935589226484,1
3495,West Bromwich Albion,Aston Villa,2013,3,4,1734.4760923968415,1734.106885854184,48.10935589226484,-1
3496,Sunderland,Stoke City,2013,1,0,1698.7314845161663,1719.6316943424454,48.10935589226484,1
3497,Stoke City,Sunderland,2013,0,1,1719.6316943424454,1698.7314845161663,48.10935589226484,-1
3498,Tottenham Hotspur,Manchester City,2013,1,5,1905.5527835690204,1960.7081940626335,48.10935589226484,1
3499,Manchester City,Tottenham Hotspur,2013,5,1,1960.7081940626335,1905.5527835690204,48.10935589226484,-1
3500,Hull City,Tottenham Hotspur,2013,1,1,1662.4866660869159,1898.794061639301,49.45750651556546,1
3501,Tottenham Hotspur,Hull City,2013,1,1,1898.794061639301,1662.4866660869159,49.45750651556546,-1
3502,Fulham,Southampton,2013,0,3,1703.9143323477176,1745.0188026288217,49.45750651556546,1
3503,Southampton,Fulham,2013,3,0,1745.0188026288217,1703.9143323477176,49.45750651556546,-1
3504,West Ham United,Swansea City,2013,2,0,1704.607205213564,1726.005551316991,49.45750651556546,1
3505,Swansea City,West Ham United,2013,0,2,1726.005551316991,1704.607205213564,49.45750651556546,-1
3506,Cardiff City,Norwich City,2013,2,1,1686.7837423795252,1717.6006798937863,49.45750651556546,1
3507,Norwich City,Cardiff City,2013,1,2,1717.6006798937863,1686.7837423795252,49.45750651556546,-1
3508,Stoke City,Manchester United,2013,2,1,1713.2722438947123,1969.5228453593472,49.45750651556546,1
3509,Manchester United,Stoke City,2013,1,2,1969.5228453593472,1713.2722438947123,49.45750651556546,-1
