Club,Manager,From,To,Tenure (days),Gap (days),Caretaker?,Exclude?,Data concern?,Comments
Torquay,Colin Lee,6/2/07,8/2/07,2,0,Y,Y,,
Torquay,Keith Curle,8/2/07,17/05/2007,98,0,,,,
Torquay,Paul Buckle,1/6/07,30/05/2011,1459,15,,,,
Torquay,Martin Ling,18/06/2011,29/04/2013,681,19,,,,
Torquay,Alan Knill,7/5/13,2/1/14,240,8,,,,
Torquay,Chris Hargreaves,2/1/14,15/06/2015,529,0,,,,
Torquay,Paul Cox,17/06/2015,18/09/2015,93,2,,,,
Torquay,Kevin Nicholson,28/09/2015,19/02/2019,1240,10,,,,Not in top 4 divisions - no need to be current
Tottenham,Bill Nicholson,1/10/58,29/08/1974,5811,,,,,
Tottenham,Terry Neill,11/9/74,23/06/1976,651,13,,,,
Tottenham,Keith Burkinshaw,14/07/1976,25/06/1984,2903,21,,,,
Tottenham,Peter Shreeves,25/06/1984,13/05/1986,687,0,,,,
Tottenham,David Pleat,16/05/1986,23/10/1987,525,3,,,,
Tottenham,Terry Venables,28/11/1987,30/06/1991,1310,36,,,,
Tottenham,Peter Shreeves,23/07/1991,15/05/1992,297,23,,,,
Tottenham,Doug Livermore,27/05/1992,19/06/1993,388,12,,,,
Tottenham,Ossie Ardiles,19/06/1993,1/11/94,500,0,,,,
Tottenham,Steve Perryman,1/11/94,15/11/1994,14,0,Y,Y,,
Tottenham,Gerry Francis,15/11/1994,19/11/1997,1100,0,,,,
Tottenham,Christian Gross,19/11/1997,5/9/98,290,0,,,,
Tottenham,Chris Hughton & David Pleat,7/9/98,1/10/98,24,2,Y,Y,,
Tottenham,George Graham,1/10/98,16/03/2001,897,0,,,,
Tottenham,David Pleat,16/03/2001,2/4/01,17,0,Y,Y,,
Tottenham,Glenn Hoddle,2/4/01,21/09/2003,902,0,,,,
Tottenham,David Pleat,21/09/2003,3/6/04,256,0,,,,
Tottenham,Jacques Santini,3/6/04,5/11/04,155,0,,,,
Tottenham,Martin Jol,5/11/04,26/10/2007,1085,0,,,,
Tottenham,Clive Allen,26/10/2007,29/10/2007,3,0,Y,Y,,
Tottenham,Juande Ramos,29/10/2007,25/10/2008,362,0,,,,
Tottenham,Harry Redknapp,25/10/2008,13/06/2012,1327,0,,,,
Tottenham,Andre-Villas Boas,3/7/12,16/12/2013,531,20,,,,
Tottenham,Tim Sherwood,16/12/2013,13/05/2014,148,0,,,,
Tottenham,Mauricio Pochettino,27/05/2014,19/02/2019,1729,14,,,,
Tranmere,Dave Russell,1/12/61,1/12/69,2922,,,,Y,
Tranmere,Jackie Wright,1/12/69,1/4/72,852,0,,,Y,
Tranmere,Ron Yeats,8/4/72,4/4/75,1091,7,,,,
Tranmere,John King,13/04/1975,30/09/1980,1997,9,,,,
Tranmere,Bryan Hamilton,1/10/80,7/2/85,1590,1,,,,
Tranmere,Frank Worthington,9/7/85,11/2/87,582,152,,,Y,Was there a caretaker beforehand?
Tranmere,Ronnie Moore,11/2/87,13/04/1987,61,0,,,,
Tranmere,John King,13/04/1987,12/4/96,3287,0,,,,
Tranmere,John Aldridge,12/4/96,17/03/2001,1800,0,,,,
Tranmere,Kevin Sheedy & Ray Mathias,18/03/2001,7/5/01,50,1,Y,Y,,
Tranmere,Dave Watson,20/05/2001,1/8/02,438,13,,,,
Tranmere,Ray Mathias,1/8/02,29/09/2003,424,0,,,,
Tranmere,John McMahon,29/09/2003,12/10/03,13,0,Y,Y,,
Tranmere,Brian Little,12/10/03,9/6/06,971,0,,,,
Tranmere,Ronnie Moore,9/6/06,5/6/09,1092,0,,,,
Tranmere,John Barnes,14/06/2009,9/10/09,117,9,,,,
Tranmere,Les Parry,9/10/09,4/3/12,877,0,,,,
Tranmere,Ronnie Moore,5/3/12,17/02/2014,714,1,,,,
Tranmere,John McMahon,17/02/2014,27/05/2014,99,0,Y,Y,,Caretaker but for a prolonged period
Tranmere,Rob Edwards,27/05/2014,13/10/2014,139,0,,,,
Tranmere,Micky Adams,16/10/2014,19/04/2015,185,3,,,,
Tranmere,Alan Rogers,19/04/2015,5/5/15,16,0,Y,Y,,
Tranmere,Gary Brabin,5/5/15,19/02/2019,1386,0,,,,Not in top 4 divisions - no need to be current
Walsall,Ray Shaw,1/10/64,1/3/68,1247,,,,Y,
Walsall,Dick Graham,1/3/68,1/5/68,61,0,,,Y,
Walsall,Ron Lewin,1/7/68,1/2/69,215,61,,,Y,
Walsall,Billy Moore,1/2/69,16/10/1972,1353,0,,,,
Walsall,John Smith,16/10/1972,23/03/1973,158,0,,,,
Walsall,Jimmy MacEwan,23/03/1973,1/6/73,70,0,,,,
Walsall,Ronnie Allen,6/6/73,20/12/1973,197,5,,,,
Walsall,Doug Fraser,1/1/74,7/3/77,1161,12,,,,
Walsall,Dave Mackay,9/3/77,5/8/78,514,2,,,,
Walsall,Alan Ashman,23/08/1978,17/02/1979,178,18,,,,
Walsall,Frank Sibley,1/3/79,5/5/79,65,12,,,,
Walsall,Alan Buckley,27/06/1979,1/7/81,735,53,,,,
Walsall,Neil Martin & Alan Buckley,1/7/81,1/1/82,184,0,,,,
Walsall,Neil Martin,1/1/82,1/5/82,120,0,,,,
Walsall,Alan Buckley,1/5/82,1/8/86,1553,0,,,,
Walsall,Tommy Coakley,1/8/86,27/12/1988,879,0,,,,
Walsall,John Barnwell,17/01/1989,1/3/90,408,21,,,,
Walsall,Paul Taylor,1/3/90,15/05/1990,75,0,,,,
Walsall,Kenny Hibbitt,16/05/1990,2/9/94,1570,1,,,,
Walsall,Chris Nicholl,2/9/94,21/05/1997,992,0,,,,
Walsall,Jan Sorensen,25/06/1997,5/5/98,314,35,,,,
Walsall,Ray Graydon,5/5/98,22/01/2002,1358,0,,,,
Walsall,Colin Lee,24/01/2002,16/04/2004,813,2,,,,
Walsall,Paul Merson,16/04/2004,6/2/06,661,0,,,,
Walsall,Mick Halsall,7/2/06,22/02/2006,15,1,Y,Y,,
Walsall,Kevan Broadhurst,22/02/2006,24/04/2006,61,0,,,,
Walsall,Mark Kinsella,24/04/2006,3/5/06,9,0,Y,Y,,
Walsall,Richard Money,3/5/06,22/04/2008,720,0,,,,
Walsall,Jimmy Mullen,22/04/2008,10/1/09,263,0,,,,
Walsall,John Schofield,10/1/09,20/01/2009,10,0,Y,Y,,
Walsall,Chris Hutchings,20/01/2009,4/1/11,714,0,,,,
Walsall,Dean Smith,4/1/11,30/11/2015,1791,0,,,,
Walsall,John Ward,30/11/2015,19/02/2019,1177,0,Y,Y,,Vacant
Watford,Ken Furphy,1/11/64,4/8/71,2467,,,,Y,
Watford,George Kirby,4/8/71,11/5/73,646,0,,,,
Watford,Mike Keen,20/06/1973,17/04/1977,1397,40,,,,
Watford,Graham Taylor,20/06/1977,18/05/1987,3619,64,,,,
Watford,Dave Bassett,18/05/1987,11/1/88,238,0,,,,
Watford,Steve Harrison,11/1/88,1/3/90,780,0,,,,
Watford,Colin Lee,1/3/90,27/11/1990,271,0,,,,
Watford,Steve Perryman,27/11/1990,31/07/1993,977,0,,,,
Watford,Glenn Roeder,1/8/93,20/02/1996,933,1,,,,
Watford,Graham Taylor,21/02/1996,21/05/1996,90,1,,,,
Watford,Kenny Jackett,21/05/1996,12/5/97,356,0,,,,
Watford,Graham Taylor,12/5/97,1/6/01,1481,0,,,,
Watford,Gianluca Vialli,1/6/01,14/06/2002,378,0,,,,
Watford,Ray Lewington,11/7/02,22/03/2005,985,27,,,,
Watford,Nigel Gibbs & Terry Bullivant,22/03/2005,29/03/2005,7,0,Y,Y,,
Watford,Adrian Boothroyd,29/03/2005,3/11/08,1315,0,,,,
Watford,Malky Mackay,3/11/08,24/11/2008,21,0,Y,Y,,
Watford,Brendan Rodgers,24/11/2008,5/6/09,193,0,,,,
Watford,Malky Mackay,15/06/2009,18/06/2011,733,10,,,,
Watford,Sean Dyche,21/06/2011,3/7/12,378,3,,,,
Watford,Gianfranco Zola,7/7/12,16/12/2013,527,4,,,,
Watford,Giuseppe Sannino,18/12/2013,1/9/14,257,2,,,,
Watford,Oscar Garcia,2/9/14,29/09/2014,27,1,,,,
Watford,Billy McKinlay,29/09/2014,7/10/14,8,0,,,,
Watford,Slavisa Jokanovic,7/10/14,5/6/15,241,0,,,,
Watford,Quique Flores,5/6/15,19/02/2019,1355,0,,,,Jokanovic still under contract when Flores hired
West Brom,Jimmy Hagan,1/4/63,31/05/1967,1521,,,,Y,
West Brom,Alan Ashman,1/6/67,1/6/71,1461,1,,,Y,
West Brom,Don Howe,8/7/71,7/4/75,1369,37,,,,
West Brom,Brian Whitehouse,7/4/75,14/06/1975,68,0,Y,Y,,
West Brom,Johnny Giles,5/7/75,21/05/1977,686,21,,,,
West Brom,Ronnie Allen,21/06/1977,22/12/1977,184,31,,,,
West Brom,John Wile,22/12/1977,12/1/78,21,0,Y,Y,,
West Brom,Ron Atkinson,12/1/78,9/6/81,1244,0,,,,
West Brom,Ronnie Allen,1/7/81,1/5/82,304,22,,,,
West Brom,Ron Wylie,27/07/1982,13/02/1984,566,87,,,,
West Brom,Johnny Giles,14/02/1984,29/09/1985,593,1,,,,
West Brom,Nobby Stiles,29/09/1985,1/2/86,125,0,,,,
West Brom,Ron Saunders,14/02/1986,2/9/87,565,13,,,,
West Brom,Ron Atkinson,3/9/87,12/10/88,405,1,,,,
West Brom,Brian Talbot,13/10/1988,1/11/88,19,1,Y,Y,,Caretaker spell before signing permanent deal
West Brom,Brian Talbot,1/11/88,8/1/91,798,0,,,,
West Brom,Stuart Pearson,9/1/91,25/02/1991,47,1,Y,Y,,
West Brom,Bobby Gould,25/02/1991,5/5/92,435,0,,,,
West Brom,Ossie Ardiles,8/5/92,19/06/1993,407,3,,,,
West Brom,Keith Burkinshaw,19/06/1993,17/10/1994,485,0,,,,
West Brom,Alan Buckley,20/10/1994,22/01/1997,825,3,,,,
West Brom,Arthur Mann,22/01/1997,5/2/97,14,0,Y,Y,,
West Brom,Ray Harford,6/2/97,4/12/97,301,1,,,,
West Brom,Richie Barker,5/12/97,12/12/97,7,1,Y,Y,,
West Brom,John Trewick,13/12/1997,23/12/1997,10,1,Y,Y,,
West Brom,Denis Smith,24/12/1997,27/07/1999,580,1,,,,
West Brom,Brian Little,3/8/99,6/3/00,216,7,,,,
West Brom,Gary Megson,9/3/00,26/10/2004,1692,3,,,,
West Brom,Frank Burrows,26/10/2004,9/11/04,14,0,Y,Y,,
West Brom,Bryan Robson,9/11/04,18/09/2006,678,0,,,,
West Brom,Nigel Pearson,18/09/2006,16/10/2006,28,0,Y,Y,,
West Brom,Tony Mowbray,18/10/2006,16/06/2009,972,2,,,,
West Brom,Roberto Di Matteo,30/06/2009,6/2/11,586,14,,,,
West Brom,Michael Appleton,6/2/11,14/02/2011,8,0,Y,Y,,
West Brom,Roy Hodgson,14/02/2011,2/5/12,443,0,,,,
West Brom,Steve Clarke,8/6/12,14/12/2013,554,37,,,,
West Brom,Keith Downing,14/12/2013,9/1/14,26,0,Y,Y,,
West Brom,Pepe Mel,9/1/14,12/5/14,123,0,,,,
West Brom,Alan Irvine,14/06/2014,29/12/2014,198,33,,,,
West Brom,Tony Pulis,31/12/2014,19/02/2019,1511,2,,,,
West Ham,Ron Greenwood,1/4/61,16/08/1974,4885,,,,Y,
West Ham,John Lyall,16/08/1974,5/6/89,5407,0,,,,
West Ham,Lou Macari,3/7/89,18/02/1990,230,28,,,,
West Ham,Billy Bonds,23/02/1990,10/8/94,1629,5,,,,
West Ham,Harry Redknapp,10/8/94,9/5/01,2464,0,,,,
West Ham,Glenn Roeder,9/5/01,24/08/2003,837,0,,,,Includes a leave of absence for medical reasons - Trevor Brooking took over for 18 matches
West Ham,Trevor Brooking,24/08/2003,20/10/2003,57,0,Y,Y,,
West Ham,Alan Pardew,20/10/2003,11/12/06,1148,0,,,,
West Ham,Kevin Keen,11/12/06,13/12/2006,2,0,Y,Y,,
West Ham,Alan Curbishley,13/12/2006,3/9/08,630,0,,,,
West Ham,Kevin Keen,3/9/08,15/09/2008,12,0,Y,Y,,
West Ham,Gianfranco Zola,15/09/2008,11/5/10,603,0,,,,
West Ham,Avram Grant,3/6/10,16/05/2011,347,23,,,,
West Ham,Kevin Keen,16/05/2011,1/6/11,16,0,Y,Y,,
West Ham,Sam Allardyce,1/6/11,24/05/2015,1453,0,,,,
West Ham,Slaven Bilic,9/6/15,19/02/2019,1351,16,,,,
Wigan,Allan Brown,1/8/63,31/07/1966,1095,,,,Y,This is one of the bad ones - dates all over the place
Wigan,Alf Craig,1/8/66,31/07/1967,364,1,,,Y,
Wigan,Harry Leyland,1/8/67,30/07/1968,364,1,,,Y,
Wigan,Alan Saunders,30/07/1968,31/07/1968,1,0,,Y,Y,"Not sure where his reign fits in, so excluded for now"
Wigan,Ian McNeill,1/8/68,31/07/1970,729,1,,,Y,
Wigan,Gordon Milne,1/8/70,15/06/1972,684,1,,,Y,
Wigan,Les Rigby,1/8/72,31/07/1974,729,47,,,Y,
Wigan,Brian Tiler,1/8/74,1/5/76,639,1,,,Y,
Wigan,Ian McNeill,1/5/76,28/02/1981,1764,0,,,Y,
Wigan,Larry Lloyd,1/3/81,4/4/83,764,1,,,Y,
Wigan,Harry McNally,4/4/83,1/3/85,697,0,,,Y,
Wigan,Bryan Hamilton,1/3/85,3/6/86,459,0,,,Y,
Wigan,Ray Mathias,3/6/86,15/03/1989,1016,0,,,Y,
Wigan,Bryan Hamilton,15/03/1989,6/1/93,1393,0,,,Y,
Wigan,Dave Philpotts,6/1/93,28/05/1993,142,0,,,Y,
Wigan,Kenny Swain,28/05/1993,1/8/94,430,0,,,Y,
Wigan,Graham Barrow,1/8/94,2/8/95,366,0,,,Y,
Wigan,John Deehan,2/8/95,1/6/98,1034,0,,,,
Wigan,Ray Mathias,4/8/98,21/05/1999,290,64,,,,
Wigan,John Benson,21/05/1999,26/06/2000,402,0,,,,
Wigan,Bruce Rioch,26/06/2000,27/02/2001,246,0,,,,
Wigan,Colin Greenall,27/02/2001,4/4/01,36,0,,,,Was there a caretaker beforehand?
Wigan,Steve Bruce,4/4/01,29/05/2001,55,0,,,,Was there a caretaker beforehand?
Wigan,Paul Jewell,12/6/01,14/05/2007,2162,14,,,,
Wigan,Chris Hutchings,14/05/2007,5/11/07,175,0,,,,
Wigan,Frank Barlow,5/11/07,26/11/2007,21,0,,,,Was there a caretaker beforehand?
Wigan,Steve Bruce,26/11/2007,3/6/09,555,0,,,,
Wigan,Roberto Martinez,15/06/2009,28/05/2013,1443,12,,,,
Wigan,Owen Coyle,14/06/2013,1/12/13,170,17,,,,
Wigan,Uwe Rosler,7/12/13,13/11/2014,341,6,,,,
Wigan,Malky Mackay,19/11/2014,6/4/15,138,6,,,,
Wigan,Gary Caldwell,7/4/15,19/02/2019,1414,1,,,,
Wimbledon,Allen Batsford,1/7/74,2/1/78,1281,,,,Y,
Wimbledon,Dario Gradi,5/1/78,24/01/1981,1115,3,,,,
Wimbledon,Dave Bassett,31/01/1981,17/06/1987,2328,7,,,,
Wimbledon,Bobby Gould,26/06/1987,18/06/1990,1088,9,,,,
Wimbledon,Ray Harford,18/06/1990,7/10/91,476,0,,,,
Wimbledon,Peter Withe,7/10/91,19/01/1992,104,0,,,,
Wimbledon,Joe Kinnear,19/01/1992,9/6/99,2698,0,,,,
Wimbledon,Egil Olsen,9/6/99,1/5/00,327,0,,,,
Wimbledon,Terry Burton,1/5/00,25/04/2002,724,0,,,,
Wimbledon,Stuart Murdoch,25/06/2002,7/8/04,774,61,,,,Initially caretaker?
AFC Wimbledon,Terry Brown,15/05/2007,19/09/2012,1954,1011,,,,Gap due to Wimbledon's absence from the Football League
AFC Wimbledon,Simon Bassey,19/09/2012,10/10/12,21,0,Y,Y,,
AFC Wimbledon,Neil Ardley,10/10/12,19/02/2019,2323,0,,,,
Wolves,Andy Beattie,1/8/64,1/8/65,365,,,,Y,
Wolves,Ronnie Allen,1/9/65,1/11/68,1157,31,,,Y,
Wolves,Bill McGarry,1/11/68,13/05/1976,2750,0,,,Y,
Wolves,Sammy Chung,19/06/1976,8/11/78,872,37,,,,
Wolves,John Barnwell,20/11/1978,8/1/82,1145,12,,,,
Wolves,Ian Greaves,2/2/82,3/8/82,182,25,,,,
Wolves,Graham Hawkins,4/8/82,8/4/84,613,1,,,,
Wolves,Tommy Docherty,8/6/84,4/7/85,391,61,,,,
Wolves,Bill McGarry,4/9/85,4/11/85,61,62,,,,Resigned after disagreement
Wolves,Sammy Chapman,7/11/85,15/08/1986,281,3,,,,
Wolves,Brian Little,31/08/1986,6/10/86,36,16,Y,Y,,
Wolves,Graham Turner,7/10/86,16/03/1994,2717,1,,,,
Wolves,Graham Taylor,29/03/1994,13/11/1995,594,13,,,,
Wolves,Bobby Downes,13/11/1995,13/12/1995,30,0,Y,Y,,
Wolves,Mark McGhee,13/12/1995,5/11/98,1058,0,,,,
Wolves,Colin Lee,5/11/98,18/12/2000,774,0,,,,
Wolves,John Ward,18/12/2000,3/1/01,16,0,Y,Y,,
Wolves,Dave Jones,3/1/01,1/11/04,1398,0,,,,
Wolves,Stuart Gray,1/11/04,7/12/04,36,0,Y,Y,,
Wolves,Glenn Hoddle,7/12/04,1/7/06,571,0,,,,
Wolves,Mick McCarthy,21/07/2006,13/02/2012,2033,20,,,,
Wolves,Terry Connor,24/02/2012,13/05/2012,79,11,,,,
Wolves,Stale Solbakken,13/05/2012,5/1/13,237,0,,,,
Wolves,Dean Saunders,6/1/13,7/5/13,121,1,,,,
Wolves,Kenny Jackett,31/05/2013,19/02/2019,2090,24,,,,
Workington,George Ainsley,1/6/65,1/11/66,518,,,,Y,Need more accurate dates
Workington,Bill Leivers,1/11/66,28/02/1967,119,0,,,Y,Need more accurate dates
Workington,Bobby Brown,1/3/67,1/12/67,275,1,,,Y,Need more accurate dates
Workington,Frank Upton,1/12/67,1/7/68,213,0,,,Y,Need more accurate dates
Workington,Brian Doyle,1/7/68,31/03/1971,1003,0,,,Y,Need more accurate dates
Workington,George Aitken,1/6/71,1/10/74,1218,62,,,Y,Need more accurate dates
Workington,Brian Wood,1/10/74,1/11/74,31,0,Y,Y,Y,Need more accurate dates
Workington,Colin Meldrum,1/11/74,1/4/75,151,0,,,Y,Need more accurate dates
Workington,John Waugh,1/4/75,1/6/75,61,0,,,Y,Need more accurate dates; was he a caretaker?
Workington,John McNamee,1/6/75,1/12/75,183,0,,,Y,Need more accurate dates
Workington,Alan Ashman,1/12/75,1/2/77,428,0,,,Y,Need more accurate dates
Workington,Colin Meldrum,1/2/77,31/05/1977,119,0,,,Y,Need more accurate dates
Workington,Gordon Livesey,1/7/77,1/12/77,153,31,,,Y,Not in top 4 divisions - no need to be current
Wrexham,Billy Morris,1/2/65,31/12/1965,333,,,,Y,Need more accurate dates
Wrexham,Jack Rowley,1/1/66,1/4/67,455,1,,,Y,Need more accurate dates
Wrexham,Alvan Williams,1/4/67,1/9/68,519,0,,,Y,Need more accurate dates
Wrexham,John Neal,1/9/68,19/05/1977,3182,0,,,Y,Need more accurate dates
Wrexham,Arfon Griffiths,19/05/1977,1/6/81,1474,0,,,Y,Need more accurate dates
Wrexham,Mel Sutton,1/6/81,31/05/1982,364,0,,,Y,Need more accurate dates
Wrexham,Bobby Roberts,9/6/82,31/03/1985,1026,9,,,Y,Need more accurate dates
Wrexham,Dixie McNeil,1/4/85,31/10/1989,1674,1,,,Y,Need more accurate dates
Wrexham,Brian Flynn,24/11/1989,24/09/2001,4322,24,,,,
Wrexham,Joey Jones,24/09/2001,8/10/01,14,0,Y,Y,Y,Was he a caretaker?
Wrexham,Denis Smith,8/10/01,11/1/07,1921,0,,,,
Wrexham,Brian Carey,11/1/07,15/11/2007,308,0,,,,
Wrexham,Brian Little,15/11/2007,27/09/2008,317,0,,,,
Wrexham,Dean Saunders,2/10/08,22/09/2011,1085,5,,,,
Wrexham,Andy Morrell,23/09/2011,24/02/2014,885,1,,,,
Wrexham,Billy Barr,24/02/2014,20/03/2014,24,0,Y,Y,,Was he a caretaker?
Wrexham,Kevin Wilkin,20/03/2014,30/03/2015,375,0,,,,
Wrexham,Carl Darlington & Lee Jones,31/03/2015,28/04/2015,28,1,Y,Y,,
Wrexham,Gary Mills,28/04/2015,19/02/2019,1393,0,,,,Not in top 4 divisions - no need to be current
Wycombe,Don Welsh,1/8/62,31/07/1964,730,,,,Y,Need more accurate dates
Wycombe,Barry Darvill,1/8/64,31/07/1968,1460,1,,,Y,Need more accurate dates
Wycombe,Brian Lee,31/07/1968,31/07/1976,2922,0,,,Y,Need more accurate dates; first recognised manager (http://www.wycombewanderers.co.uk/news/article/manager-history-240871.aspx)
Wycombe,Ted Powell,1/8/76,31/07/1977,364,1,,,Y,Need more accurate dates
Wycombe,John Reardon,1/8/77,31/07/1978,364,1,,,Y,Need more accurate dates
Wycombe,Andy Williams,1/8/78,31/07/1980,730,1,,,Y,Need more accurate dates
Wycombe,Mike Keen,1/8/80,31/07/1984,1460,1,,,Y,Need more accurate dates
Wycombe,Paul Bence,1/8/84,31/07/1986,729,1,,,Y,Need more accurate dates
Wycombe,Alan Gane,1/8/86,31/07/1987,364,1,,,Y,Need more accurate dates
Wycombe,Peter Suddaby,1/8/87,31/07/1988,365,1,,,Y,Need more accurate dates
Wycombe,Jim Kelman,1/8/88,31/07/1990,729,1,,,Y,Need more accurate dates
Wycombe,Martin O'Neill,1/8/90,13/06/1995,1777,1,,,,
Wycombe,Alan Smith,29/06/1995,31/07/1996,398,16,,,Y,
Wycombe,John Gregory,22/10/1996,25/02/1998,491,83,,,Y,Was there a caretaker beforehand?
Wycombe,Neil Smillie,25/02/1998,11/1/99,320,0,,,,
Wycombe,Terry Evans,11/1/99,5/2/99,25,0,Y,Y,,Was he a caretaker?
Wycombe,Lawrie Sanchez,5/2/99,30/09/2003,1698,0,,,,
Wycombe,John Gorman,2/10/03,5/11/03,34,2,Y,Y,,Was he a caretaker?
Wycombe,Tony Adams,5/11/03,9/11/04,370,0,,,,
Wycombe,Keith Ryan,15/11/2004,30/11/2004,15,6,Y,Y,,Was he a caretaker?
Wycombe,John Gorman,30/11/2004,5/6/06,552,0,,,,
Wycombe,Paul Lambert,30/06/2006,30/05/2008,700,25,,,,
Wycombe,Peter Taylor,30/05/2008,9/10/09,497,0,,,,
Wycombe,Gary Waddock,13/10/2009,23/09/2012,1076,4,,,,
Wycombe,Gareth Ainsworth,8/11/12,19/02/2019,2294,46,,,,
Yeovil,Gary Johnson,19/06/2001,23/09/2005,1557,,,,,Not in the Football League prior to this
Yeovil,Steven Thompson,23/09/2005,7/6/06,257,0,,,Y,Initially appointed as caretaker - when did this become permanent?
Yeovil,Russell Slade,7/6/06,16/02/2009,985,0,,,,
Yeovil,Steven Thompson,16/02/2009,18/02/2009,2,0,Y,Y,,
Yeovil,Terry Skiverton,18/02/2009,9/1/12,1055,0,,,,
Yeovil,Gary Johnson,9/1/12,4/2/15,1122,0,,,,
Yeovil,Terry Skiverton,4/2/15,9/4/15,64,0,,,,
Yeovil,Paul Sturrock,9/4/15,1/12/15,236,0,,,,
Yeovil,Darren Way,1/12/15,19/02/2019,1176,0,,,,
York,Tom Lockie,1/7/60,16/10/1967,2663,,,,Y,Need more accurate dates
York,Joe Shaw,6/11/67,16/08/1968,284,21,,,,
York,Tom Johnston,31/10/1968,11/1/75,2263,76,,,Y,Was there a caretaker in between these two?
York,Clive Baker,11/1/75,15/02/1975,35,0,Y,Y,,
York,Wilf McGuinness,15/02/1975,20/10/1977,978,0,,,,
York,Charlie Wright,22/11/1977,18/03/1980,847,33,,,Y,Was there a caretaker in between these two?
York,Barry Lyons,18/03/1980,8/12/81,630,0,,,,
York,Kevin Randall,8/12/81,3/3/82,85,0,Y,Y,,
York,Barry Swallow,3/3/82,12/5/82,70,0,Y,Y,,
York,Denis Smith,12/5/82,9/6/87,1854,0,,,,
York,Bobby Saxton,9/6/87,17/09/1988,466,0,,,,
York,Barry Swallow,17/09/1988,10/10/88,23,0,Y,Y,,
York,John Bird,10/10/88,23/10/1991,1108,0,,,,
York,John Ward,23/10/1991,1/3/93,495,0,,,,
York,Alan Little,1/3/93,15/03/1999,2205,0,,,,
York,Neil Thompson,15/03/1999,9/2/00,331,0,,,,
York,Terry Dolan,11/2/00,31/05/2003,1205,2,,,,
York,Chris Brass,4/6/03,8/11/04,523,4,,,,
York,Viv Busby,8/11/04,11/2/05,95,0,Y,Y,,
York,Billy McEwan,11/2/05,19/11/2007,1011,0,,,,
York,Colin Walker,19/11/2007,21/11/2008,368,0,,,,
York,Neil Redfearn,21/11/2008,24/11/2008,3,0,Y,Y,,
York,Martin Foyle,24/11/2008,24/09/2010,669,0,,,,
York,Andy Porter,24/09/2010,6/10/10,12,0,,,,
York,Steve Torpey,8/10/10,13/10/2010,5,2,,,,
York,Gary Mills,13/10/2010,2/3/13,871,0,,,,
York,Nigel Worthington,4/3/13,13/10/2014,588,2,,,,
York,Steve Torpey,13/10/2014,15/10/2014,2,0,Y,Y,,
York,Russ Wilcox,15/10/2014,26/10/2015,376,0,,,,
York,Richard Cresswell,26/10/2015,4/11/15,9,0,Y,Y,,
York,Jackie McNamara,4/11/15,19/02/2019,1203,0,,,,
